name,oblast,latitude,longitude
Поташня,Київська область,50.6966,29.7559
Поташня,Житомирська область,50.3837,29.3047
Поташня,Вінницька область,48.3153,29.6085
Поташенкове,Одеська область,46.873,30.3313
Поташ,Черкаська область,48.8971,30.4985
Потаповичі,Житомирська область,51.2379,28.7641
Посягва,Рівненська область,50.5488,26.4401
Посуньки,Дніпропетровська область,48.4731,33.9974
Посухів,Тернопільська область,49.4106,24.9652
Посухів,Вінницька область,48.7582,27.5623
Поступель,Волинська область,51.6694,24.6717
Постійне,Рівненська область,50.9192,26.1078
Дмитрівка,Харківська область,48.7034,36.2993
Постолівка,Хмельницька область,49.3769,26.2357
Постолівка,Тернопільська область,49.2035,26.102
Постольне,Сумська область,51.0237,34.5661
Постав-Мука,Полтавська область,50.1658,32.9423
Урсолівка,Миколаївська область,47.4026,31.3281
Посників,Рівненська область,50.6309,25.7288
Дачне,Дніпропетровська область,47.8567,33.8492
Веселе,Миколаївська область,47.3667,33.0667
Посад-Покровське,Херсонська область,46.8052,32.2632
Пірванче,Волинська область,50.5027,24.7026
Поручин,Тернопільська область,49.5619,24.9157
